timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status,waiting_time_seconds,avg_waiting_per_vehicle,hour,minute,day_of_week,is_peak_hour,queue_length,vehicle_density,congestion_index,heavy_vehicle_ratio,bike_ratio,weather_impact,weather_Cloudy,weather_Foggy,weather_Rainy,weather_Sunny,weather_Windy,signal_Green,signal_Red,signal_Yellow
2024-01-01 00:00:00,0.75,0.4789029535864978,0.5522377096544513,0.13879408418657566,0.24242424242424243,0.8979591836734693,Cloudy,0.9336478649247579,0.10642512458503117,0,Red,1.0,0.18825100133511347,0.0,0.0,0.0,0.0,0.181821845611762,0.17185929648241208,0.18182178921283745,0.14055829872546688,0.30759881412650025,0.32097223045227374,True,False,False,False,False,False,True,False
2024-01-01 00:01:00,1.0,0.16772151898734175,0.4158782197915265,0.9579067121729238,0.5050505050505051,0.4693877551020408,Cloudy,0.31648978738215944,0.12726855709390106,0,Green,0.04244601900668256,0.0013351134846461949,0.0,0.01694915254237288,0.0,0.0,0.08166118668462273,0.9005025125628141,0.08166116515170499,0.06576925985347279,0.03611332832009866,0.12976145040024634,True,False,False,False,False,True,False,False
2024-01-01 00:02:00,0.5,0.550632911392405,0.719929922212348,0.3378839590443686,0.12121212121212122,0.2040816326530612,Windy,0.9396156569087668,0.904531289855671,1,Red,1.0,0.11615487316421895,0.0,0.03389830508474576,0.0,0.0,0.1728439109858739,0.30150753768844224,0.17284385180066963,0.04353575703129189,0.0433063503198403,0.8922947453894362,False,False,False,False,True,False,True,False
2024-01-01 00:03:00,1.0,0.6845991561181434,0.37121363200355517,0.7838452787258248,0.43434343434343436,0.42857142857142855,Sunny,0.36800566218973857,0.5258897709103236,0,Yellow,0.8769266933073643,0.044058744993324434,0.0,0.05084745762711865,0.0,0.0,0.32778499248463333,0.7376884422110553,0.32778490663101245,0.06841534505774859,0.03988330052172659,0.3101427034128691,False,False,False,True,False,False,False,True
2024-01-01 00:04:00,1.0,0.621308016877637,0.8701358060041341,0.6530147895335608,0.3434343434343435,0.2857142857142857,Cloudy,0.053020984662790815,0.7916954845753068,0,Red,1.0,0.061415220293724954,0.0,0.06779661016949153,0.0,0.0,0.16867276008867405,0.6060301507537689,0.1686726987234489,0.06513410468960736,0.03201432110271323,0.20248388199435427,True,False,False,False,False,False,True,False
2024-01-01 00:05:00,0.25,0.08016877637130801,0.7307794385623593,0.5494880546075085,0.5454545454545455,0.18367346938775508,Foggy,0.7630051286172468,0.11520739902985588,1,Red,0.8801504415863527,0.061415220293724954,0.0,0.0847457627118644,0.0,0.0,0.02625652339715585,0.5296482412060302,0.026256514739914128,0.11733886596635366,0.023344112436217847,0.2713420737808735,False,True,False,False,False,False,True,False
2024-01-01 00:06:00,0.5,0.5358649789029535,0.6479430171991885,0.18657565415244595,0.8686868686868687,0.8163265306122448,Windy,0.703461316129864,0.9278041883859198,0,Red,1.0,0.1268357810413885,0.0,0.1016949152542373,0.0,0.0,0.18166582112610202,0.27236180904522617,0.1816657611742551,0.3411939400504736,0.18943035765049637,0.7295040231334762,False,False,False,False,True,False,True,False
2024-01-01 00:07:00,0.5,0.4641350210970463,0.7965659481993016,0.7940841865756542,0.08080808080808081,0.5306122448979591,Foggy,0.5977175321310517,0.8212714094068434,0,Yellow,0.4312434937371973,0.02136181575433912,0.0,0.11864406779661017,0.0,0.0,0.13508224273571018,0.7165829145728644,0.1350821949772501,0.013083884638924867,0.05075826833815115,0.5925467152768455,False,True,False,False,False,False,False,True
2024-01-01 00:08:00,0.5,0.2668776371308017,0.7543212407165224,0.434584755403868,0.010101010101010102,0.16326530612244897,Foggy,0.48955029153342394,0.22471334656484931,0,Yellow,0.21276738641324422,0.020026702269692925,0.0,0.13559322033898305,0.0,0.0,0.08154645289239865,0.3738693467336684,0.08154642473695776,0.002992421271264186,0.02857586926382676,0.23372266190915328,False,True,False,False,False,False,False,True
2024-01-01 00:09:00,1.0,0.9704641350210969,0.03577513619153805,0.23663253697383388,0.6060606060606061,0.5510204081632653,Cloudy,0.031186215848128973,0.8743275702140223,0,Yellow,1.0,0.12550066755674233,0.0,0.15254237288135594,0.0,0.0,0.8918702195498562,0.2773869346733669,0.8918701778498905,0.2342638349275849,0.1258358805036904,0.2065003155429049,True,False,False,False,False,False,False,True
2024-01-01 00:10:00,0.75,0.811181434599156,0.3948015288681095,0.8395904436860068,0.4040404040404041,0.0,Foggy,0.6244408479195875,0.2634036427751948,0,Green,0.24235199301521204,0.010680907877169557,0.0,0.1694915254237288,0.0,0.0,0.373577191833423,0.7628140703517589,0.3735770907867838,0.06164837879707762,0.0,0.30685923863555054,False,True,False,False,False,True,False,False
2024-01-01 00:11:00,0.5,0.3364978902953586,0.9312191793919858,0.49032992036405004,0.43434343434343436,0.32653061224489793,Sunny,0.41638971248689044,0.20528321467532784,0,Red,0.7245710064139158,0.05607476635514018,0.0,0.1864406779661017,0.0,0.0,0.08611562774029798,0.4733668341708543,0.08611559582577477,0.10369619877810023,0.04605757773687687,0.19705424643932332,False,False,False,True,False,False,True,False
2024-01-01 00:12:00,1.0,0.8459915611814345,0.12561846443409996,0.4414106939704209,0.6363636363636365,0.6122448979591836,Foggy,0.5599635901926001,0.2642050621595847,0,Yellow,1.0,0.07877169559412549,0.0,0.2033898305084746,0.0,0.0,0.6258679499235626,0.4643216080402011,0.6258678655394697,0.15465621619861636,0.08790929879316388,0.28107667864440655,False,True,False,False,False,False,False,True
2024-01-01 00:13:00,0.25,0.2763713080168776,0.7373838721070384,0.6359499431171786,0.30303030303030304,0.8775510204081632,Cloudy,0.42889377829679914,0.9101112041859805,1,Green,0.08391819738742065,0.004005340453938584,0.0,0.22033898305084745,0.0,0.0,0.08596853966185045,0.6160804020100503,0.08596851020181626,0.056589807678705084,0.09682157631163879,0.513112984207091,True,False,False,False,False,True,False,False
2024-01-01 00:14:00,0.75,0.6286919831223627,0.9750318478456727,0.25369738339021614,0.4646464646464647,0.18367346938775508,Foggy,0.9663738788661753,0.9157498288730905,0,Yellow,0.46418617146311153,0.061415220293724954,0.0,0.23728813559322035,0.0,0.0,0.15582929740298512,0.2603015075376885,0.15582923883177655,0.18984804037769826,0.04433814573476164,0.9204537176322228,False,True,False,False,False,False,False,True
2024-01-01 00:15:00,0.25,0.6930379746835442,0.05204554583397347,0.002275312855517634,0.010101010101010102,0.7346938775510203,Windy,0.6039240474330148,0.32897645617398485,0,Red,1.0,0.6662216288384513,0.0,0.2542372881355932,0.0,0.0,0.618225327364765,0.020100502512562818,0.6182252878716356,0.020845507863707025,0.895780720873805,0.3335974693099252,False,False,False,False,True,False,True,False
2024-01-01 00:16:00,0.75,0.8797468354430379,0.682445898640598,0.422070534698521,0.9595959595959597,0.5714285714285714,Windy,0.749253000790264,0.7055285572801091,0,Green,0.11773397360556097,0.00801068090787717,0.0,0.2711864406779661,0.0,0.0,0.28578155996637583,0.47738693467336696,0.28578146355518264,0.22731340293030414,0.07997351777516544,0.6282184522962792,False,False,False,False,True,True,False,False
2024-01-01 00:17:00,1.0,0.5833333333333333,0.4682685269116327,0.7804323094425484,0.8181818181818182,0.3469387755102041,Windy,0.9366234394061437,0.6758306607960656,0,Yellow,0.8281339198764229,0.04005340453938584,0.0,0.288135593220339,0.0,0.0,0.24501478628217346,0.7688442211055276,0.24501471508259928,0.12390634045578836,0.031041604620790884,0.7272598275508321,False,False,False,False,True,False,False,True
2024-01-01 00:18:00,0.0,0.39345991561181426,0.5793610300778576,0.5062571103526735,0.7676767676767677,0.9387755102040816,Rainy,0.5913970984022701,0.8066875467993242,0,Yellow,0.510091003727459,0.03337783711615487,0.0,0.3050847457627119,0.0,0.0,0.14535406759154018,0.5507537688442211,0.14535402179228307,0.15923555623695523,0.11504586632094108,0.580400331222228,False,False,True,False,False,False,False,True
2024-01-01 00:19:00,0.75,0.670886075949367,0.0852095647853568,0.6939704209328783,0.686868686868687,0.7551020408163265,Windy,0.011055548671719984,0.29648037022958496,0,Green,0.3165653648544276,0.01602136181575434,0.0,0.3220338983050847,0.0,0.0,0.5508197037071129,0.699497487437186,0.5508196496579106,0.11378529331467348,0.07390361369996531,0.0649451447119096,False,False,False,False,True,True,False,False
2024-01-01 00:20:00,0.25,0.1751054852320675,0.04284795819919557,0.13083048919226392,0.5757575757575758,0.7755102040816326,Windy,0.03331557656554329,0.5101739315434961,0,Green,0.06205715437052957,0.010680907877169557,0.0,0.3389830508474576,0.0,0.0,0.1834493032575901,0.1919597989949749,0.18344929677781338,0.30479761643308717,0.24255321609620617,0.12381483609812383,False,False,False,False,True,True,False,False
2024-01-01 00:21:00,1.0,0.9873417721518986,0.6671088228150243,0.3060295790671217,0.43434343434343436,0.9795918367346939,Rainy,0.7022899818844435,0.6677569189712429,0,Green,0.168608751133349,0.017356475300400537,0.0,0.3559322033898305,0.0,0.0,0.32557734821555323,0.34271356783919604,0.32557723915696996,0.13917121321600257,0.18544235122296165,0.5759166250963649,False,False,True,False,False,True,False,False
2024-01-01 00:22:00,0.75,0.7932489451476792,0.8236521883310813,0.5073947667804323,0.7373737373737375,0.1020408163265306,Windy,0.2784489545294679,0.026146068064989092,0,Green,0.08919036905201651,0.0053404539385847796,0.0,0.3728813559322034,0.0,0.0,0.22466638324483804,0.507537688442211,0.2246663027792244,0.1650397351761205,0.013493430994136713,0.0804835182127018,False,False,False,False,True,True,False,False
2024-01-01 00:23:00,0.0,0.4831223628691983,0.7823315404044281,0.41751990898748575,0.5555555555555556,0.7959183673469387,Cloudy,0.5791605347066853,0.37673384599307114,0,Green,0.05372913798314248,0.004005340453938584,0.0,0.3898305084745763,0.0,0.0,0.14256077778770934,0.44422110552763827,0.14256072766359648,0.140631357747287,0.11903394232114158,0.34758882098349697,True,False,False,False,False,True,False,False
2024-01-01 00:24:00,0.0,0.29430379746835444,0.5439687591615695,0.2866894197952218,0.42424242424242425,0.22448979591836732,Windy,0.20153434396516473,0.6959798468645002,0,Yellow,0.28829040599079886,0.03471295060080107,0.0,0.4067796610169492,0.0,0.0,0.11482223345283216,0.2874371859296483,0.11482219840083444,0.1589390020061209,0.04968904004230123,0.2738418184369038,False,False,False,False,True,False,False,True
2024-01-01 00:25:00,0.5,0.7373417721518987,0.09974438965304705,0.35949943117178607,0.888888888888889,0.26530612244897955,Windy,0.2696004234103619,0.25255270032077015,0,Green,0.31455052218005974,0.028037383177570093,0.0,0.423728813559322,0.0,0.0,0.5820468953525036,0.4000000000000001,0.5820468300495057,0.24766565834269388,0.04367301764806864,0.15883901781498236,False,False,False,False,True,True,False,False
2024-01-01 00:26:00,0.5,0.3175105485232067,0.6883002238947423,0.4709897610921501,0.33333333333333337,0.8775510204081632,Rainy,0.5043180812098029,0.9578746689301341,0,Green,0.05282245877967695,0.004005340453938584,0.0,0.4406779661016949,0.0,0.0,0.10397610140637893,0.4733668341708543,0.10397606657146595,0.07958080371342577,0.12377974016785659,0.5927155012165602,False,False,True,False,False,True,False,False
2024-01-01 00:27:00,0.25,0.5590717299578059,0.241857775475939,0.10693970420932877,0.29292929292929293,0.18367346938775508,Cloudy,0.975900419665104,0.03005180000217822,0,Red,1.0,0.26034712950600797,0.0,0.4576271186440678,0.0,0.0,0.33334297845898747,0.1135678391959799,0.33334290962216556,0.2346491292993994,0.08692609870446999,0.27864670807512215,True,False,False,False,False,False,True,False
2024-01-01 00:28:00,0.75,0.610759493670886,0.9114678924792289,0.8919226393629124,0.7070707070707072,0.3877551020408163,Foggy,0.6161025230689416,0.9582578652078158,0,Yellow,0.5906511299909332,0.025367156208277706,0.0,0.4745762711864407,0.0,0.0,0.15981567102640568,0.8582914572864322,0.15981561209098663,0.09640757122608042,0.031235857504447052,0.6796279523890774,False,True,False,False,False,False,False,True
2024-01-01 00:29:00,0.75,0.2289029535864979,0.8386177350578429,0.026166097838452782,0.696969696969697,0.2857142857142857,Sunny,0.936424320334811,0.2167106535824277,0,Red,0.6753416837368614,0.212283044058745,0.0,0.4915254237288136,0.0,0.0,0.06402823628220844,0.08743718592964825,0.06402821339397838,0.6735084933449745,0.16312057807047084,0.400362554638252,False,False,False,True,False,False,True,False
2024-01-01 00:30:00,0.5,0.10654008438818566,0.7096524683001865,0.7133105802047781,0.5454545454545455,0.6122448979591836,Cloudy,0.9596883298097414,0.04871810625545714,0,Yellow,0.1492662614594177,0.006675567423230973,0.0,0.5084745762711864,0.0,0.0,0.03535802903378585,0.6954773869346734,0.035358017379054266,0.0908533493868828,0.06024973867574651,0.28758979131694273,True,False,False,False,False,False,False,True
2024-01-01 00:31:00,0.75,0.5833333333333333,0.9492694371728799,0.7531285551763367,0.6666666666666667,0.12244897959183673,Foggy,0.20737525874064572,0.2924436845324694,0,Yellow,0.44192215991134687,0.022696929238985312,0.0,0.5254237288135594,0.0,0.0,0.14767854049700255,0.7185929648241206,0.1476784854057186,0.10765572984450006,0.011682376390013068,0.1468423407933874,False,True,False,False,False,False,False,True
