timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status,hour,minute,day_of_week,is_peak_hour,queue_length,vehicle_density,congestion_index,heavy_vehicle_ratio,bike_ratio,weather_impact,weather_Cloudy,weather_Foggy,weather_Rainy,weather_Sunny,weather_Windy,signal_Green,signal_Red,signal_Yellow
2024-01-01 14:04:00,1.0,0.9029535864978901,0.8004012493140614,0.09897610921501707,0.5454545454545455,0.9999999999999999,Cloudy,0.979439257776693,0.5376493919029377,0,Yellow,0.6086956521739131,0.06779661016949153,0.0,0.0,0.26123722679694467,0.17185929648241208,0.26123713400524173,0.3162561721323005,0.34255322482269346,0.6525355201201948,True,False,False,False,False,False,False,True
2024-01-02 07:48:00,0.75,0.16139240506329114,0.3197621494165007,0.44027303754266206,0.42424242424242425,0.7755102040816326,Sunny,0.8840958908814651,0.048954989597484455,0,Red,0.30434782608695654,0.8135593220338984,1.0,1.0,0.09265117953168157,0.4502512562814071,0.09265115842121921,0.1060681235743287,0.11455285622614172,0.2656766618896176,False,False,False,True,False,False,True,False
2024-01-01 11:34:00,0.0,0.8755274261603374,0.5999703334067428,0.24004550625711032,0.18181818181818182,0.4897959183673469,Windy,0.1325134601514028,0.2841029972477299,0,Red,0.4782608695652174,0.576271186440678,0.0,0.0,0.31083682625906256,0.23517587939698495,0.31083672606449075,0.08109132707888281,0.129062440911905,0.1129053144857799,False,False,False,False,True,False,True,False
2024-01-01 08:35:00,0.5,0.9525316455696201,0.40885346616012996,0.6097838452787259,0.37373737373737376,0.8571428571428571,Rainy,0.9415415077357772,0.8907440535977225,0,Yellow,0.34782608695652173,0.5932203389830508,0.0,1.0,0.4285435175582009,0.5989949748743719,0.42854339950317716,0.07166259946879425,0.09710170461927287,0.8838834588373388,False,False,True,False,False,False,False,True
2024-01-01 03:41:00,0.0,0.18143459915611812,0.5446692504869066,0.48919226393629117,0.8686868686868687,0.836734693877551,Windy,0.4726140434622658,0.4656406387322125,0,Red,0.13043478260869565,0.6949152542372882,0.0,0.0,0.07265555376306969,0.5407035175879398,0.07265553191344046,0.18331043846530645,0.10431801913678718,0.33922676502645255,False,False,False,False,True,False,True,False
2024-01-01 09:13:00,1.0,0.5421940928270041,0.013072906106270876,0.6313993174061433,0.595959595959596,0.26530612244897955,Windy,0.019027620034457904,0.7852106341652911,0,Yellow,0.3913043478260869,0.22033898305084745,0.0,1.0,0.5469565820710518,0.6110552763819096,0.5469565749280433,0.11215336020228779,0.029497849851557456,0.17767112656549663,False,False,False,False,True,False,False,True
2024-01-02 09:06:00,0.75,0.5685654008438817,0.7835324318323217,0.6154721274175199,0.6767676767676768,0.6938775510204082,Windy,0.684730894695802,0.030787773275788743,0,Yellow,0.3913043478260869,0.1016949152542373,1.0,1.0,0.16742659723305897,0.6261306532663317,0.16742653827733867,0.12447478143047784,0.07540015120402163,0.19693336210003795,False,False,False,False,True,False,False,True
2024-01-01 17:53:00,0.5,0.9936708860759492,0.7104026238343694,0.931740614334471,0.7070707070707072,0.44897959183673464,Rainy,0.743307598158522,0.6927978796121652,0,Red,0.7391304347826086,0.8983050847457628,0.0,1.0,0.31345596490383926,0.8964824120603015,0.31345585766090645,0.09247256836115987,0.03469159685753021,0.6166518833978646,False,False,True,False,False,False,True,False
2024-01-01 20:55:00,1.0,0.45358649789029526,0.5595784879819655,0.7497155858930603,0.11111111111111112,0.2857142857142857,Sunny,0.03306806123214634,0.03429533744200153,0,Red,0.8695652173913043,0.9322033898305084,0.0,1.0,0.17093029065116108,0.6683417085427136,0.17093023739809707,0.0192169555459974,0.02919487809110274,0.013655782991658968,False,False,False,True,False,False,True,False
2024-01-02 04:40:00,0.75,0.9915611814345991,0.8839462324031478,0.6837315130830489,0.7575757575757577,0.1020408163265306,Foggy,0.9742640932456388,0.5107049523984242,0,Green,0.17391304347826086,0.6779661016949152,1.0,0.0,0.26613200519435265,0.6653266331658292,0.2661319078257903,0.13158543026416575,0.010471364466520737,0.6299585535533856,False,True,False,False,False,True,False,False
2024-01-02 08:16:00,0.5,0.6445147679324894,0.7263915172284839,0.5244596131968146,0.48484848484848486,0.8775510204081632,Cloudy,0.2770775559357516,0.2432576771412711,0,Green,0.34782608695652173,0.2711864406779661,1.0,1.0,0.2006912966241394,0.535678391959799,0.20069122761983568,0.10320714553110248,0.11036305527932468,0.15847773662096662,True,False,False,False,False,True,False,False
2024-01-02 08:31:00,0.25,0.2289029535864979,0.14306676569637167,0.08418657565415244,0.15151515151515152,0.8163265306122448,Foggy,0.32867694700148314,0.9173337567105666,0,Yellow,0.34782608695652173,0.5254237288135594,1.0,1.0,0.17875377043520582,0.11055276381909548,0.17875374623994933,0.12381393522192984,0.39411683775026224,0.44073218302235795,False,True,False,False,False,False,False,True
2024-01-01 10:05:00,0.5,0.011603375527426157,0.7732971211738607,0.6359499431171786,0.4646464646464647,0.4897959183673469,Windy,0.6660943164547315,0.15191978499819114,0,Yellow,0.43478260869565216,0.0847457627118644,0.0,1.0,0.0044113580895905995,0.6130653266331658,0.00441135689284693,0.08717213722544394,0.0542897490241556,0.26046415204516904,False,False,False,False,True,False,False,True
2024-01-02 05:54:00,1.0,0.5632911392405062,0.2726393197455592,0.23435722411831625,0.797979797979798,0.3469387755102041,Cloudy,0.9975655065760898,0.977844308967222,0,Yellow,0.21739130434782608,0.9152542372881356,1.0,0.0,0.3179573139962052,0.2844221105527639,0.3179572435554219,0.3017420049790982,0.07750760761011131,0.9901628646447517,True,False,False,False,False,False,False,True
2024-01-01 04:59:00,0.0,0.4789029535864978,0.12192231458289365,0.5506257110352674,0.6666666666666667,0.4081632653061224,Cloudy,0.07671596570333816,0.4685608708026082,0,Yellow,0.17391304347826086,1.0,0.0,0.0,0.36733505331414634,0.5537688442211055,0.3673350063431893,0.13758037288729935,0.049765603195462194,0.13655496048262594,True,False,False,False,False,False,False,True
2024-01-01 17:25:00,0.5,0.22151898734177214,0.6536169907639883,0.3526734926052332,0.5454545454545455,0.7142857142857142,Cloudy,0.767537858837442,0.1504675983658048,0,Green,0.7391304347826086,0.423728813559322,0.0,1.0,0.07631574699923449,0.3819095477386935,0.07631572209688874,0.15850548383124105,0.12263242230045,0.2947543787973267,True,False,False,False,False,True,False,False
2024-01-01 13:52:00,0.25,0.1729957805907173,0.7029053713227361,0.7929465301478953,0.9696969696969697,0.08163265306122448,Windy,0.5667093991703682,0.6881995393629754,0,Green,0.5652173913043478,0.8813559322033898,0.0,0.0,0.0566692130329005,0.7819095477386935,0.056669194130107306,0.14451526940828818,0.007187688133070825,0.5022071549287299,False,False,False,False,True,True,False,False
2024-01-01 16:08:00,0.75,0.24999999999999997,0.5221019829768445,0.07053469852104664,0.36363636363636365,0.7346938775510203,Windy,0.15795464714670787,0.12901096852484806,0,Red,0.6956521739130435,0.13559322033898305,0.0,0.0,0.10118315103052022,0.11557788944723618,0.10118312081537724,0.2875056060509123,0.34318875361996215,0.07735905789903191,False,False,False,False,True,False,True,False
2024-01-01 08:01:00,0.75,0.28691983122362863,0.2533334363495948,0.10352673492605233,0.08080808080808081,0.9387755102040816,Windy,0.10285048505894695,0.5704030023370708,0,Yellow,0.34782608695652173,0.01694915254237288,0.0,1.0,0.1747849768456403,0.12663316582914574,0.17478494081705984,0.05963079262425708,0.4092843672000448,0.17735052996140757,False,False,False,False,True,False,False,True
2024-01-01 14:26:00,0.75,0.7172995780590716,0.0550713819629256,0.7258248009101251,0.7171717171717172,0.24489795918367346,Sunny,0.726939597500933,0.061693792761369104,0,Red,0.6086956521739131,0.4406779661016949,0.0,0.0,0.6337275844685,0.7055276381909548,0.6337275416915668,0.11784324704851126,0.02377466071800355,0.2274099197478787,False,False,False,True,False,False,True,False
2024-01-01 04:00:00,0.5,0.06223628691983121,0.4634049134794388,0.12627986348122866,0.6464646464646465,0.4693877551020408,Rainy,0.509616868360645,0.8800524987300415,0,Yellow,0.17391304347826086,0.0,0.0,0.0,0.032601707068439414,0.1798994974874372,0.032601698692199726,0.36106719001748105,0.15488972840150575,0.5591049755367064,False,False,True,False,False,False,False,True
2024-01-01 20:53:00,0.75,0.31645569620253167,0.21515621297855336,0.41410693970420925,0.37373737373737376,0.6938775510204082,Windy,0.8293228419842351,0.9479142862429952,0,Yellow,0.8695652173913043,0.8983050847457628,0.0,1.0,0.20557368002453819,0.4180904522613066,0.2055736415932581,0.10001263819600871,0.10970307638249027,0.8382820060511631,False,False,False,False,True,False,False,True
2024-01-01 06:05:00,1.0,0.4472573839662447,0.08378684987241142,0.8361774744027304,0.15151515151515152,0.673469387755102,Cloudy,0.12365442316573122,0.9546300098167988,1,Green,0.2608695652173913,0.0847457627118644,0.0,0.0,0.3774098531021441,0.7678391959798996,0.37740981785229566,0.022974193470068446,0.06033227263834642,0.2965492193627852,True,False,False,False,False,True,False,False
2024-01-01 13:42:00,0.25,0.9947257383966243,0.63925642296363,0.0045506257110352645,0.30303030303030304,0.3061224489795918,Rainy,0.34246806853048867,0.14878308045221456,0,Green,0.5652173913043478,0.711864406779661,0.0,0.0,0.33779988159776647,0.03015075376884422,0.33779977010375234,0.5347326061606917,0.3191489361702128,0.14694851743714996,False,False,True,False,False,True,False,False
2024-01-01 14:31:00,0.75,0.6424050632911391,0.9857507568698777,0.2889647326507394,0.7676767676767677,0.42857142857142855,Cloudy,0.24693901155309778,0.5536072971130634,0,Green,0.6086956521739131,0.5254237288135594,0.0,0.0,0.15784682920007814,0.33366834170854276,0.15784676969175593,0.25194412556336127,0.08309916676856063,0.2536196709008831,True,False,False,False,False,True,False,False
2024-01-02 07:19:00,1.0,0.9251054852320674,0.5942448047242093,0.9340159271899886,0.020202020202020204,0.04081632653061224,Windy,0.11801245082092254,0.7861191966358896,0,Green,0.30434782608695654,0.3220338983050847,1.0,1.0,0.3303342368817841,0.8100502512562815,0.33033413073441287,0.0029109707878318086,0.003474758110710404,0.24560786126353149,False,False,False,False,True,True,False,False
2024-01-01 03:21:00,0.5,0.8776371308016877,0.7520689314720251,0.9613196814562002,0.21212121212121213,0.8163265306122448,Windy,0.7228811084136284,0.8619567780077579,0,Green,0.13043478260869565,0.3559322033898305,0.0,0.0,0.26588363087882533,0.8914572864321608,0.26588353826729694,0.02789156408398922,0.06341621180539453,0.7048699550728994,False,False,False,False,True,True,False,False
2024-01-01 06:50:00,0.25,0.6793248945147679,0.6418578445741782,0.8122866894197952,0.7373737373737375,0.42857142857142855,Windy,0.19278840835106853,0.17848810449285757,0,Green,0.2608695652173913,0.847457627118644,0.0,0.0,0.23102787605537234,0.7929648241206031,0.2310277998996909,0.10843190398778726,0.03723404749974298,0.10466235541651586,False,False,False,False,True,True,False,False
2024-01-01 04:18:00,0.25,0.08649789029535865,0.3100972816161641,0.9692832764505119,0.686868686868687,0.0,Windy,0.7134243479544431,0.436791116507696,0,Yellow,0.17391304347826086,0.3050847457627119,0.0,0.0,0.05618103957782471,0.9055276381909548,0.05618102779129455,0.08897041578131253,0.0,0.4458454587727635,False,False,False,False,True,False,False,True
2024-01-02 04:09:00,1.0,0.23945147679324894,0.26445522992679527,0.6882821387940842,0.2828282828282829,0.4081632653061224,Cloudy,0.8853246781756063,0.5712671598420342,0,Red,0.17391304347826086,0.15254237288135594,1.0,0.0,0.14528655258667128,0.6371859296482413,0.14528652218387592,0.05116907030593686,0.04362809204561338,0.6235871109848837,True,False,False,False,False,False,True,False
2024-01-01 12:50:00,1.0,0.1972573839662447,0.005162950444454806,0.6541524459613197,0.33333333333333337,0.9591836734693877,Sunny,0.2693532503807728,0.193573225171485,1,Red,0.5217391304347826,0.847457627118644,0.0,0.0,0.22687163566030283,0.6391959798994975,0.22687163844296718,0.06012771864944887,0.10222223552263357,0.13769052633819256,False,False,False,True,False,False,True,False
2024-01-01 11:30:00,1.0,0.11814345991561181,0.7130493603045344,0.35039817974971554,0.26262626262626265,0.12244897959183673,Sunny,0.878713398641422,0.11831866265773472,0,Red,0.4782608695652174,0.5084745762711864,0.0,0.0,0.03882455840831084,0.3226130653266332,0.03882454553480949,0.08882503776252292,0.024468087972813163,0.31134346043970207,False,False,False,True,False,False,True,False
2024-01-01 16:46:00,0.25,0.9345991561181434,0.1232935166140266,0.06598407281001138,0.31313131313131315,0.02040816326530612,Cloudy,0.23998322879520356,0.21578327370259776,0,Red,0.6956521739130435,0.7796610169491526,0.0,0.0,0.6925937238536231,0.07135678391959799,0.6925936314099197,0.3466039716253443,0.013346228960787698,0.13443024226296288,True,False,False,False,False,False,True,False
2024-01-01 07:10:00,0.25,0.3681434599156118,0.050334761835442776,0.39931740614334466,1.0,0.0,Cloudy,0.659858987620781,0.318274836226883,0,Green,0.30434782608695654,0.1694915254237288,0.0,1.0,0.3441228161946206,0.4331658291457287,0.34412279688697067,0.25906091378373697,0.0,0.3522285073219601,True,False,False,False,False,True,False,False
2024-01-02 01:53:00,0.5,0.5864978902953586,0.6521334044812007,0.5893060295790671,0.29292929292929293,0.5714285714285714,Windy,0.4900076223737739,0.6191998582158524,0,Yellow,0.043478260869565216,0.8983050847457628,1.0,0.0,0.19764424900543395,0.5587939698492462,0.1976441835708983,0.059943982185815425,0.06908636679883454,0.42099226600986095,False,False,False,False,True,False,False,True
2024-01-01 11:24:00,0.5,0.018987341772151903,0.774613929006028,0.9556313993174061,0.7777777777777778,0.6530612244897959,Foggy,0.30797125377687723,0.21394600028868127,0,Red,0.4782608695652174,0.4067796610169492,0.0,0.0,0.006569658475589445,0.9346733668341709,0.006569656513658918,0.09773081248560779,0.048481661225953925,0.1596332143840091,False,True,False,False,False,False,True,False
2024-01-02 02:46:00,0.0,0.9978902953586496,0.9862525679013098,0.676905574516496,0.494949494949495,0.7755102040816326,Foggy,0.855675418792351,0.29822855428536776,0,Green,0.08695652173913043,0.7796610169491526,1.0,0.0,0.24594207998657328,0.6663316582914574,0.2459419872510298,0.08584668460086754,0.07946900474781984,0.4240835378311689,False,True,False,False,False,True,False,False
2024-01-01 19:10:00,0.0,0.7394514767932489,0.7823669975202968,0.17633674630261661,0.24242424242424243,0.8571428571428571,Rainy,0.6212237433975225,0.10208450004336633,0,Yellow,0.8260869565217391,0.1694915254237288,0.0,1.0,0.21773849086844552,0.20301507537688443,0.21773841413071623,0.12247818636161481,0.2558488831774543,0.21778355978693217,False,False,True,False,False,False,False,True
2024-01-01 21:15:00,0.25,0.7046413502109704,0.19803624851467516,0.4857792946530148,0.010101010101010102,0.6938775510204082,Windy,0.06820561518780333,0.17438057122965167,0,Green,0.9130434782608695,0.2542372881355932,0.0,0.0,0.4516299842017119,0.4452261306532664,0.4516299012215783,0.0025516289354719996,0.1035578834346162,0.05865426359417544,False,False,False,False,True,True,False,False
2024-01-01 04:15:00,0.5,0.0580168776371308,0.8831153507739916,0.9124004550625711,0.8585858585858587,0.0,Cloudy,0.2704156689689691,0.9904182717560879,0,Yellow,0.17391304347826086,0.2542372881355932,0.0,0.0,0.015180373259937537,0.8723618090452262,0.015180367859042091,0.11525935887825671,0.0,0.4229233924876685,True,False,False,False,False,False,False,True
2024-01-01 23:58:00,0.25,0.08755274261603374,0.4114524464729007,0.6598407281001137,0.32323232323232326,0.5714285714285714,Windy,0.9600840058628748,0.37703068707920273,0,Yellow,1.0,0.9830508474576272,0.0,0.0,0.04701507053252442,0.6241206030150754,0.0470150588146892,0.059630795334747626,0.06228240653537296,0.5255095401640997,False,False,False,False,True,False,False,True
2024-01-01 23:35:00,0.5,0.3491561181434599,0.15168635676697134,0.8452787258248009,0.8989898989898991,0.6122448979591836,Foggy,0.2658435387866293,0.31221013972323486,0,Red,1.0,0.5932203389830508,0.0,0.0,0.2564165502415929,0.8472361809045227,0.2564165124302014,0.1241040579408016,0.049934874234829195,0.17851464494333383,False,True,False,False,False,False,True,False
2024-01-01 13:50:00,0.75,0.14873417721518986,0.09478282143358263,0.1012514220705347,0.7474747474747475,0.24489795918367346,Cloudy,0.7967392531384538,0.5566733472346024,0,Yellow,0.5652173913043478,0.847457627118644,0.0,0.0,0.1392985007391644,0.15678391959798996,0.13929848867218753,0.466725631237766,0.09034370731461622,0.5637914733463375,True,False,False,False,False,False,False,True
2024-01-01 05:28:00,0.25,0.7078059071729957,0.7064606330726692,0.7997724687144482,0.8787878787878789,0.6326530612244897,Windy,0.33305442935729584,0.0913233046976728,0,Green,0.21739130434782608,0.4745762711864407,0.0,0.0,0.2247350231177985,0.8060301507537689,0.2247349465131974,0.12722949908169442,0.05411491599580008,0.12124422353201594,False,False,False,False,True,True,False,False
2024-01-02 08:40:00,0.25,0.7637130801687763,0.6001670030791012,0.820250284414107,0.787878787878788,0.7346938775510203,Windy,0.7931495737550927,0.4460533576612047,0,Yellow,0.34782608695652173,0.6779661016949152,1.0,1.0,0.2715742373392863,0.8201005025125628,0.27157414988681716,0.11220004950441564,0.0618141179780357,0.49147164540172317,False,False,False,False,True,False,False,True
2024-01-01 20:56:00,0.75,0.44620253164556956,0.8288342224296946,0.3640500568828213,0.4141414141414142,0.8571428571428571,Sunny,0.8211886445438394,0.4143760737189145,0,Green,0.8695652173913043,0.9491525423728814,0.0,1.0,0.12587773957235163,0.38592964824120607,0.12587769451418626,0.11920872547725359,0.14576733320704963,0.4849820122973778,False,False,False,True,False,True,False,False
2024-01-01 17:26:00,0.75,0.6023206751054851,0.19224690754278617,0.5324232081911263,0.24242424242424243,0.22448979591836732,Cloudy,0.7494637503626504,0.9232459258608425,0,Green,0.7391304347826086,0.4406779661016949,0.0,1.0,0.39307983265159574,0.48643216080402013,0.39307976219191304,0.05643832423240496,0.030877510902224074,0.7616587701491287,True,False,False,False,False,True,False,False
2024-01-01 07:32:00,1.0,0.621308016877637,0.9967162576419065,0.11376564277588169,0.4444444444444445,0.32653061224489793,Rainy,0.14403025070199976,0.08574952268137337,0,Green,0.30434782608695654,0.5423728813559322,0.0,1.0,0.1512344511631206,0.14170854271356784,0.15123439397510363,0.30063858099900603,0.13049646556343514,0.06014219222668726,False,False,True,False,False,True,False,False
2024-01-01 09:33:00,0.5,0.9229957805907172,0.5823314911272798,0.14675767918088736,0.9797979797979799,0.7551020408163265,Windy,0.8563112754180886,0.5719006262855608,0,Yellow,0.3913043478260869,0.559322033898305,0.0,1.0,0.33406636320581223,0.24522613065326634,0.33406625666526363,0.4215507332460446,0.1919404766399501,0.607473544652076,False,False,False,False,True,False,False,True
2024-01-02 01:59:00,0.25,0.4715189873417721,0.29566851048032194,0.5142207053469852,0.7272727272727273,0.16326530612244897,Rainy,0.04553688491891028,0.4839309592311347,0,Yellow,0.043478260869565216,1.0,1.0,0.0,0.2580572168882248,0.5155778894472361,0.25805715738405527,0.16041980219129542,0.02127659844279983,0.12414213272390179,False,False,True,False,False,False,False,True
2024-01-01 03:17:00,0.0,0.30379746835443033,0.8777331236358002,0.05802047781569966,0.797979797979798,0.8979591836734693,Windy,0.21106967385169,0.1755591422082361,0,Yellow,0.13043478260869565,0.288135593220339,0.0,0.0,0.0817267279097488,0.15577889447236182,0.08172669818685845,0.5008295031566733,0.3329677871797697,0.11030842921077585,False,False,False,False,True,False,False,True
2024-01-01 07:23:00,0.5,0.37869198312236285,0.7431159800880694,0.7508532423208191,0.6060606060606061,0.3061224489795918,Rainy,0.945326024949241,0.04241879592645548,1,Yellow,0.30434782608695654,0.3898305084745763,0.0,1.0,0.11653823060932292,0.7195979899497488,0.11653819041076843,0.09773921770521247,0.029167257610015193,0.27888231070427294,False,False,True,False,False,False,False,True
